id,Año,Trimestre,Provincia,Accesos por cada 100 hogares,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total_velocidad_bajada,Banda ancha fija,Dial up,Total_Bandaancha_bandaangosta
20203Corrientes,2020,3,Corrientes,41.75,720,5270,35190,23315,25308,8615,25344,502.0,123391,123388,3.0,123391
20203EntreRíos,2020,3,Entre Ríos,58.19,1300,2911,66648,51478,40797,14377,49395,15759.0,241495,241482,13.0,241495
20203Formosa,2020,3,Formosa,31.91,3910,1510,23163,7432,7125,9910,8219,1737.0,49209,49209,0.0,49209
20203Jujuy,2020,3,Jujuy,54.04,550,1820,32131,10566,45198,2930,15238,3065.0,106728,106728,0.0,106728
20203LaPampa,2020,3,La Pampa,79.26,2930,8100,66695,782,5577,2189,6322,4029.0,93735,93619,116.0,93735
20203LaRioja,2020,3,La Rioja,50.12,210,10,37105,5955,466,1240,4748,20.0,52616,52613,3.0,52616
20203Mendoza,2020,3,Mendoza,37.35,580,400,141404,12123,42433,3448,8237,450.0,207788,207173,615.0,207788
20203Misiones,2020,3,Misiones,41.6,710,5240,39005,24215,25942,13663,30987,8779.0,143186,143186,0.0,143186
20203Neuquén,2020,3,Neuquén,65.24,2180,3270,60463,6561,5975,5449,49439,8030.0,129235,128862,373.0,129235
20203RíoNegro,2020,3,Río Negro,57.05,1140,4660,68986,3769,7096,3455,28488,19093.0,131467,130966,501.0,131467
20203Salta,2020,3,Salta,52.32,1290,5140,32780,64736,1599,7928,43773,14996.0,180846,180844,2.0,180846
20203SanJuan,2020,3,San Juan,38.79,480,1940,65526,7110,6529,410,128,415.0,77327,77071,256.0,77327
20203SanLuis,2020,3,San Luis,79.96,1050,0,12199,3351,2666,61319,8,36917.0,116565,116417,148.0,116565
20203SantaCruz,2020,3,Santa Cruz,35.95,660,0,26888,4015,673,6290,120,8330.0,39281,39084,197.0,39281
20203SantaFe,2020,3,Santa Fe,72.12,5680,1241,213353,199381,92095,58797,210562,27001.0,802998,802861,137.0,802998
20203SantiagoDelEstero,2020,3,Santiago Del Estero,43.38,1330,9090,33287,57418,4658,2920,3994,4801.0,105492,105491,1.0,105492
20203TierraDelFuego,2020,3,Tierra Del Fuego,76.81,110,0,22094,5414,3726,4810,937,6992.0,39655,39366,289.0,39655
20203Tucumán,2020,3,Tucumán,53.23,520,970,45913,5461,33126,3246,84195,2637.0,223876,223854,22.0,223876
20202BuenosAires,2020,2,Buenos Aires,65.22,37542,31606,1129236,241336,233132,188995,1894466,21233.0,3777546,3772480,5066.0,3777546
20202CapitalFederal,2020,2,Capital Federal,106.41,2640,3120,166474,94585,79858,8016,935481,6870.0,1357821,1356431,1390.0,1357821
20202Catamarca,2020,2,Catamarca,45.43,630,0,8801,869,10242,4260,16578,3176.0,47976,47975,1.0,47976
20202Chaco,2020,2,Chaco,39.83,3080,9280,24350,2114,29044,12082,33311,6969.0,128132,128129,3.0,128132
20202Chubut,2020,2,Chubut,57.34,1580,1090,69578,22188,10537,1473,614,3999.0,108656,107831,825.0,108656
20202Córdoba,2020,2,Córdoba,72.71,1680,4383,219025,125932,8953,63216,325243,8971.0,836468,836413,55.0,836468
20202Corrientes,2020,2,Corrientes,40.3,720,5270,34242,22845,25844,7898,22418,502.0,118866,118863,3.0,118866
20202EntreRíos,2020,2,Entre Ríos,56.54,1300,3679,66758,5064,4209,12856,43391,14569.0,234113,234100,13.0,234113
20202Formosa,2020,2,Formosa,31.14,3910,1510,23534,7109,6998,9610,7475,1313.0,47932,47932,0.0,47932
20202Jujuy,2020,2,Jujuy,47.89,550,1820,30548,10519,26829,2090,9417,16557.0,94316,94316,0.0,94316
20202LaPampa,2020,2,La Pampa,76.1,2930,8100,71218,7531,38,1657,3377,1123.0,89809,89693,116.0,89809
20202LaRioja,2020,2,La Rioja,49.84,210,10,37375,5661,4686,730,4336,20.0,52155,52152,3.0,52155
20202Mendoza,2020,2,Mendoza,36.25,580,400,142253,12439,35274,3248,5422,245.0,201184,200569,615.0,201184
20202Misiones,2020,2,Misiones,40.89,710,5240,39867,23719,26445,12305,28763,8646.0,140340,140340,0.0,140340
20202Neuquén,2020,2,Neuquén,63.9,2180,3270,61171,6103,6625,5296,46432,0.0,126172,125799,373.0,126172
20202RíoNegro,2020,2,Río Negro,56.37,1140,4660,70817,3335,7498,3246,26953,17057.0,129486,128985,501.0,129486
20202Salta,2020,2,Salta,51.58,1290,5140,41801,64463,16989,7741,39594,6531.0,177762,177760,2.0,177762
20202SanJuan,2020,2,San Juan,35.09,480,1940,59113,9170,4908,400,127,443.0,69777,69521,256.0,69777
20202SanLuis,2020,2,San Luis,78.41,1050,0,11439,3585,1934,60889,8,35992.0,113952,113804,148.0,113952
20202SantaCruz,2020,2,Santa Cruz,35.79,660,0,26938,4166,6541,5460,119,4930.0,38869,38672,197.0,38869
20202SantaFe,2020,2,Santa Fe,70.0,5680,2061,213054,198772,96575,57236,189473,20193.0,777932,777795,137.0,777932
20202SantiagoDelEstero,2020,2,Santiago Del Estero,43.47,1330,1779,32557,57709,5178,2470,3328,4516.0,105447,105446,1.0,105447
20202TierraDelFuego,2020,2,Tierra Del Fuego,76.37,110,0,22325,5186,3034,3910,796,7446.0,39189,38900,289.0,39189
20202Tucumán,2020,2,Tucumán,51.78,520,970,49028,54537,34184,2246,74377,2635.0,217156,217134,22.0,217156
20201BuenosAires,2020,1,Buenos Aires,64.33,38215,36802,1122034,236421,247977,20578,1802583,28935.0,3718747,3702985,5066.0,3708051
20201CapitalFederal,2020,1,Capital Federal,105.98,2640,3120,169651,102254,89665,85899,906009,0.0,1354054,1352104,1390.0,1353494
20201Catamarca,2020,1,Catamarca,37.62,630,0,8838,7543,9558,4080,10299,2151.0,38860,39634,1.0,39635
20201Chaco,2020,1,Chaco,37.48,3080,9280,23291,19976,29851,10416,28539,6917.0,120226,120274,3.0,120277
20201Chubut,2020,1,Chubut,51.27,1580,1090,69586,12957,7756,124,614,45.0,96920,95938,800.0,96738
20201Córdoba,2020,1,Córdoba,70.69,1420,5128,217229,120188,95827,65733,296875,9802.0,810924,811044,55.0,811099
20201Corrientes,2020,1,Corrientes,38.73,720,5270,33479,21382,26679,7351,19467,478.0,113737,113967,3.0,113970
20201EntreRíos,2020,1,Entre Ríos,56.12,1300,4081,72280,47132,41125,11988,39794,13762.0,230292,231833,13.0,231846
20201Formosa,2020,1,Formosa,30.23,1127,3420,23761,65,6564,9640,6918,1000.0,46276,46434,0.0,46434
20201Jujuy,2020,1,Jujuy,46.67,550,1820,33120,9979,26693,1660,7349,16545.0,94089,91665,0.0,91665
20201LaPampa,2020,1,La Pampa,75.77,2930,8110,72740,7199,3029,1342,2113,1618.0,89145,89110,116.0,89226
20201LaRioja,2020,1,La Rioja,46.35,210,10,37209,5158,464,220,1294,0.0,48345,48337,3.0,48340
20201Mendoza,2020,1,Mendoza,33.14,580,400,140410,12285,17489,286,3818,0.0,176960,182837,615.0,183452
20201Misiones,2020,1,Misiones,39.02,710,5240,36622,21271,26433,11581,26313,10885.0,133700,133552,0.0,133552
20201Neuquén,2020,1,Neuquén,61.85,2180,3270,60152,5257,7123,5399,43738,0.0,122214,121354,373.0,121727
20201RíoNegro,2020,1,Río Negro,55.12,1140,4660,69154,293,7857,3199,25488,17719.0,126927,125699,501.0,126200
20201Salta,2020,1,Salta,49.6,1290,5140,38537,63714,17991,8625,34744,6441.0,170695,170379,2.0,170381
20201SanJuan,2020,1,San Juan,32.39,480,1940,59787,1594,1292,400,127,4779.0,67861,63975,256.0,64231
20201SanLuis,2020,1,San Luis,76.31,1050,0,11322,4164,5250,58258,5,36075.0,110454,110404,148.0,110552
20201SantaCruz,2020,1,Santa Cruz,35.97,670,110,27447,4993,5169,5290,119,0.0,38335,38625,197.0,38822
20201SantaFe,2020,1,Santa Fe,69.52,6960,2994,217553,196826,10456,48448,173823,17656.0,762556,770981,137.0,771118
20201SantiagoDelEstero,2020,1,Santiago Del Estero,42.47,1330,1779,33086,56884,3737,1350,2799,4501.0,103054,102754,1.0,102755
20201TierraDelFuego,2020,1,Tierra Del Fuego,76.07,110,10,22976,5024,1834,1960,518,7046.0,37606,38505,289.0,38794
20201Tucumán,2020,1,Tucumán,47.85,520,970,49555,50383,31096,173,67536,0.0,200449,200045,22.0,200067
20194BuenosAires,2019,4,Buenos Aires,64.25,33489,27537,1177446,262297,247106,45257,1465133,20676.0,3686254,3681120,5134.0,3686254
20194CapitalFederal,2019,4,Capital Federal,106.25,3070,150,177098,110218,110852,20581,753805,0.0,1358105,1356695,1410.0,1358105
20194Catamarca,2019,4,Catamarca,36.44,630,0,9945,7619,9305,8040,7477,3098.0,38311,38310,1.0,38311
20194Chaco,2019,4,Chaco,36.84,830,0,25899,18959,30902,13516,21556,6988.0,117903,117900,3.0,117903
20194Chubut,2019,4,Chubut,51.15,1580,40,69405,12945,7615,124,614,4121.0,96102,95292,810.0,96102
20194Córdoba,2019,4,Córdoba,70.48,1420,0,232781,118232,10933,114111,221742,1035.0,806688,806633,55.0,806688
20194Corrientes,2019,4,Corrientes,38.77,720,0,35055,2062,27367,9981,15744,4995.0,113834,113831,3.0,113834
20194EntreRíos,2019,4,Entre Ríos,57.99,470,0,88203,44511,42962,18976,30153,14178.0,239030,239017,13.0,239030
20194Formosa,2019,4,Formosa,30.47,1127,1910,24606,6319,6788,1766,5671,2430.0,46711,46711,0.0,46711
20194Jujuy,2019,4,Jujuy,45.38,550,0,32920,9632,26764,1020,5286,14122.0,88881,88881,0.0,88881
20194LaPampa,2019,4,La Pampa,76.92,2930,3130,76747,69,1951,1287,1342,1566.0,90399,90280,119.0,90399
20194LaRioja,2019,4,La Rioja,47.14,210,0,37846,5045,4763,220,1305,0.0,49002,48999,3.0,49002
20194Mendoza,2019,4,Mendoza,33.65,7460,90,145139,12955,15237,2165,2628,6901.0,185780,185157,623.0,185780
20194Misiones,2019,4,Misiones,39.79,710,0,39664,2084,27305,15626,20799,11508.0,135813,135813,0.0,135813
20194Neuquén,2019,4,Neuquén,59.36,2180,10,57370,4439,7357,12059,35001,0.0,116445,116069,376.0,116445
20194RíoNegro,2019,4,Río Negro,55.71,1140,0,71847,2797,8558,6968,19837,17019.0,127140,126636,504.0,127140
20194Salta,2019,4,Salta,50.35,1490,10,42159,67656,15369,1417,25821,712.0,172445,172443,2.0,172445
20194SanJuan,2019,4,San Juan,32.85,480,10,60626,1594,1292,400,127,1246.0,64974,64715,259.0,64974
20194SanLuis,2019,4,San Luis,74.92,1050,0,11901,4164,5250,55216,3,36287.0,108201,108053,148.0,108201
20194SantaCruz,2019,4,Santa Cruz,36.71,670,0,32368,4346,2224,70,8,3500.0,39370,39170,200.0,39370
20194SantaFe,2019,4,Santa Fe,69.48,6980,0,230234,190664,113527,70998,135576,27472.0,769169,769019,150.0,769169
20194SantiagoDelEstero,2019,4,Santiago Del Estero,42.92,1330,9080,34911,56309,3756,1050,2449,5017.0,103588,103587,1.0,103588
20194TierraDelFuego,2019,4,Tierra Del Fuego,79.7,110,0,23593,505,1848,1390,1962,7789.0,40392,40101,291.0,40392
20194Tucumán,2019,4,Tucumán,47.65,550,0,54544,52017,28916,6405,56707,0.0,198644,198621,23.0,198644
20193BuenosAires,2019,3,Buenos Aires,69.36,23892,44648,1432722,222812,260506,483572,1246209,42294.0,3971683,3950114,10119.0,3960233
20193CapitalFederal,2019,3,Capital Federal,112.65,1040,3680,269704,120924,138011,258591,655108,0.0,1442810,1437734,3477.0,1441211
20193Catamarca,2019,3,Catamarca,30.88,340,430,14449,9285,6333,720,15,2151.0,32382,32391,9.0,32400
20193Chaco,2019,3,Chaco,35.85,690,1216,32764,28198,13336,12987,16740,6917.0,112227,114438,13.0,114451
20193Chubut,2019,3,Chubut,47.57,740,8400,62680,13033,7171,124,614,45.0,90152,87481,1524.0,89005
20193Córdoba,2019,3,Córdoba,68.59,830,5824,240151,106651,118486,146247,157546,7353.0,782341,782946,107.0,783053
20193Corrientes,2019,3,Corrientes,38.49,100,5970,42231,29628,10348,10388,12674,478.0,110656,112749,10.0,112759
20193EntreRíos,2019,3,Entre Ríos,57.9,190,4446,99656,56161,17064,21216,22645,15107.0,236314,238057,45.0,238102
20193Formosa,2019,3,Formosa,30.11,111,3490,24943,6049,7117,2262,4443,1000.0,46373,46066,0.0,46066
20193Jujuy,2019,3,Jujuy,44.32,270,8850,31722,924,26835,560,3671,16545.0,88981,86575,1.0,86576
20193LaPampa,2019,3,La Pampa,77.45,2370,3289,75849,5922,1611,1359,941,1618.0,90826,90559,269.0,90828
20193LaRioja,2019,3,La Rioja,47.94,90,100,38657,4786,4887,220,1307,0.0,49678,49659,18.0,49677
20193Mendoza,2019,3,Mendoza,40.74,210,1269,206821,2958,10093,1263,349,0.0,222774,223015,1322.0,224337
20193Misiones,2019,3,Misiones,39.33,470,1928,43530,29375,11256,16107,16650,12206.0,131099,133883,0.0,133883
20193Neuquén,2019,3,Neuquén,64.14,450,2258,62909,4586,9597,16923,28458,1220.0,124898,123435,1986.0,125421
20193RíoNegro,2019,3,Río Negro,63.42,470,1234,87435,2348,9779,10176,15505,17719.0,144243,143391,904.0,144295
20193Salta,2019,3,Salta,44.48,490,9000,43160,6223,14309,11418,12357,7515.0,151938,151834,1.0,151835
20193SanJuan,2019,3,San Juan,37.06,220,1710,68315,2245,1267,410,128,4779.0,76968,72535,563.0,73098
20193SanLuis,2019,3,San Luis,85.23,570,1000,18643,5113,4670,62242,5,36075.0,122702,122409,291.0,122700
20193SantaCruz,2019,3,Santa Cruz,35.63,280,840,31612,4472,1203,270,4,0.0,37430,37642,328.0,37970
20193SantaFe,2019,3,Santa Fe,68.87,6400,8184,242454,193286,107068,84325,97082,19537.0,752576,760706,228.0,760934
20193SantiagoDelEstero,2019,3,Santiago Del Estero,55.3,390,1832,35554,55172,3612,860,1836,34501.0,132632,133130,2.0,133132
20193TierraDelFuego,2019,3,Tierra Del Fuego,96.46,60,140,32133,4692,1756,820,226,9648.0,48557,48043,544.0,48587
20193Tucumán,2019,3,Tucumán,39.49,160,1100,71043,47693,24354,8430,20385,0.0,164444,164099,32.0,164131
20192BuenosAires,2019,2,Buenos Aires,67.85,199768,46852,1436259,217785,438663,502275,985767,43438.0,3870807,3845594,10104.0,3855698
20192CapitalFederal,2019,2,Capital Federal,110.55,740,1027,281370,124087,239691,296155,475991,4933.455635491607,1418395,1412177,3443.0,1415620
20192Catamarca,2019,2,Catamarca,32.13,340,430,16631,867,6049,340,10,2151.0,33622,33626,9.0,33635
20192Chaco,2019,2,Chaco,34.14,690,1383,38488,26431,16789,15348,9904,1492.0,109904,108721,13.0,108734
20192Chubut,2019,2,Chubut,46.99,660,3952,69032,10049,1495,740,165,45.0,89333,86038,1518.0,87556
20192Córdoba,2019,2,Córdoba,68.07,810,8165,248427,100512,157458,170159,76053,8938.0,769793,775023,105.0,775128
20192Corrientes,2019,2,Corrientes,38.16,100,3012,40424,27774,13114,11928,7119,608.0,109461,111539,10.0,111549
20192EntreRíos,2019,2,Entre Ríos,57.48,180,5905,100687,52316,23196,24221,10664,17206.0,234213,235780,44.0,235824
20192Formosa,2019,2,Formosa,30.42,111,3490,26512,5399,8384,2639,2258,1000.0,46751,46438,0.0,46438
20192Jujuy,2019,2,Jujuy,44.51,270,9400,26233,8441,267,270,2600,21765.0,86733,86706,1.0,86707
20192LaPampa,2019,2,La Pampa,77.08,2360,3289,75406,5191,1366,1445,629,2661.0,90223,89937,268.0,90205
20192LaRioja,2019,2,La Rioja,48.7,90,110,39819,4297,4857,130,1298,4933.455635491607,50304,50283,18.0,50301
20192Mendoza,2019,2,Mendoza,40.75,200,2522,205165,2971,10092,1256,234,4933.455635491607,222260,222535,1322.0,223857
20192Misiones,2019,2,Misiones,39.15,470,2226,45769,27385,15408,18882,8129,12206.0,130052,132878,0.0,132878
20192Neuquén,2019,2,Neuquén,63.08,3020,3038,61776,4688,17318,2121,14132,4220.0,122886,120954,1999.0,122953
20192RíoNegro,2019,2,Río Negro,61.09,3840,1354,86366,2201,10291,12407,6907,18519.0,138429,137632,915.0,138547
20192Salta,2019,2,Salta,41.89,490,9740,59638,36923,16961,14059,6461,7585.0,142650,142567,1.0,142568
20192SanJuan,2019,2,San Juan,35.6,220,2130,60913,2177,7850,70,4,6119.0,70240,69461,564.0,70025
20192SanLuis,2019,2,San Luis,81.79,570,1020,16575,4964,4670,57236,5,37977.0,117383,117094,291.0,117385
20192SantaCruz,2019,2,Santa Cruz,28.85,250,840,24861,3806,1202,280,4,4933.455635491607,30010,30225,325.0,30550
20192SantaFe,2019,2,Santa Fe,67.42,3210,8427,300124,125176,129741,100131,49865,22323.0,736108,743258,226.0,743484
20192SantiagoDelEstero,2019,2,Santiago Del Estero,52.79,390,1832,63268,21362,3741,1080,1205,34501.0,126056,126752,2.0,126754
20192TierraDelFuego,2019,2,Tierra Del Fuego,94.8,60,1230,41824,4241,1573,960,32,4933.455635491607,47895,46910,544.0,47454
20192Tucumán,2019,2,Tucumán,40.14,160,1570,78891,44296,24291,6280,18394,4933.455635491607,166673,166299,32.0,166331
20191BuenosAires,2019,1,Buenos Aires,66.24,162513,72296,1429964,202511,576428,576859,705769,6369.0,3732709,3736563,10104.0,3746667
20191CapitalFederal,2019,1,Capital Federal,109.2,740,7417,283787,131007,330122,365713,283463,0.0,1401583,1396157,3443.0,1399600
20191Catamarca,2019,1,Catamarca,32.19,340,1708,18761,6443,5606,290,7,2151.0,34739,33613,9.0,33622
20191Chaco,2019,1,Chaco,32.64,690,3801,38719,25632,18965,12393,6368,1035.0,106982,103664,13.0,103677
20191Chubut,2019,1,Chubut,43.0,660,3938,71077,6571,7870,740,165,0.0,82678,78260,1518.0,79778
20191Córdoba,2019,1,Córdoba,65.52,810,20403,242769,96997,200681,127965,50716,6806.0,746418,744010,105.0,744115
20191Corrientes,2019,1,Corrientes,35.13,100,647,38402,26562,15498,9688,5029,0.0,101659,102477,10.0,102487
20191EntreRíos,2019,1,Entre Ríos,56.79,180,9217,107013,50068,28957,18146,7619,12142.0,233180,232403,44.0,232447
20191Formosa,2019,1,Formosa,29.68,111,3023,23085,5301,9027,2099,1654,0.0,45299,45211,0.0,45211
20191Jujuy,2019,1,Jujuy,46.41,270,2817,30727,7811,4021,300,1141,37162.0,83736,90146,1.0,90147
20191LaPampa,2019,1,La Pampa,76.35,2360,8327,70538,4466,1061,1354,405,6980.0,87085,88892,268.0,89160
20191LaRioja,2019,1,La Rioja,50.18,90,1169,40285,4088,5216,170,869,0.0,51653,51638,18.0,51656
20191Mendoza,2019,1,Mendoza,37.66,200,1786,205383,2837,5702,1110,140,0.0,215979,204976,1322.0,206298
20191Misiones,2019,1,Misiones,36.26,470,5946,45266,2589,19111,16552,5167,7654.0,125633,122720,0.0,122720
20191Neuquén,2019,1,Neuquén,58.88,1328,3055,52360,1781,21452,17135,11026,6105.0,114242,112321,2056.0,114377
20191RíoNegro,2019,1,Río Negro,53.57,3840,1583,84845,2037,13615,9567,5076,3719.0,120826,120173,915.0,121088
20191Salta,2019,1,Salta,40.1,490,4232,59244,36473,2291,10861,2242,10.0,136012,136019,1.0,136020
20191SanJuan,2019,1,San Juan,31.83,220,2290,62380,2660,5200,30,2,5600.0,63982,61881,564.0,62445
20191SanLuis,2019,1,San Luis,67.34,570,1200,21380,53214,3450,60,2,23577.0,98701,96044,291.0,96335
20191SantaCruz,2019,1,Santa Cruz,23.67,250,1280,21990,2731,7020,260,4,0.0,25606,24580,325.0,24905
20191SantaFe,2019,1,Santa Fe,66.97,3330,2935,296798,122959,153212,74575,36502,18591.0,732320,736851,227.0,737078
20191SantiagoDelEstero,2019,1,Santiago Del Estero,37.52,390,3372,62895,20691,3959,850,494,0.0,91535,89851,2.0,89853
20191TierraDelFuego,2019,1,Tierra Del Fuego,93.38,60,1310,38851,3623,6410,800,29,0.0,43361,45903,544.0,46447
20191Tucumán,2019,1,Tucumán,41.63,160,5188,82240,42877,2621,8470,14839,0.0,172217,171970,32.0,172002
20184BuenosAires,2018,4,Buenos Aires,64.6,134673,73761,1422463,194426,577679,949093,265386,19125.0,3636606,3626502,10104.0,3636606
20184CapitalFederal,2018,4,Capital Federal,108.27,740,7388,283281,143309,330496,437662,186810,0.0,1389020,1385577,3443.0,1389020
20184Catamarca,2018,4,Catamarca,32.23,340,1669,17955,6425,5461,290,7,2003.0,33583,33574,9.0,33583
20184Chaco,2018,4,Chaco,32.59,690,3405,36437,25633,18965,12393,6368,0.0,103270,103257,13.0,103270
20184Chubut,2018,4,Chubut,42.61,660,3917,66061,6215,5310,6230,165,1144.0,78722,77204,1518.0,78722
20184Córdoba,2018,4,Córdoba,65.09,810,24102,228475,97277,201639,128053,48809,8903.0,737339,737234,105.0,737339
20184Corrientes,2018,4,Corrientes,34.57,100,6438,37376,26562,15498,9688,5029,0.0,100601,100591,10.0,100601
20184EntreRíos,2018,4,Entre Ríos,54.37,180,8769,94780,50027,29002,18146,7612,13693.0,222047,222003,44.0,222047
20184Formosa,2018,4,Formosa,29.74,111,3074,22962,5285,9027,2092,1654,0.0,45204,45204,0.0,45204
20184Jujuy,2018,4,Jujuy,46.53,270,2803,30727,7811,4021,300,1141,43573.0,90133,90132,1.0,90133
20184LaPampa,2018,4,La Pampa,73.49,2410,7727,70508,3661,9780,1328,270,9230.0,85636,85368,268.0,85636
20184LaRioja,2018,4,La Rioja,50.35,90,1164,40285,4088,5216,170,869,30.0,51651,51633,18.0,51651
20184Mendoza,2018,4,Mendoza,37.76,200,1463,197450,2494,4726,190,132,0.0,206304,204982,1322.0,206304
20184Misiones,2018,4,Misiones,34.45,470,5981,43267,26019,19226,16566,5167,0.0,116273,116273,0.0,116273
20184Neuquén,2018,4,Neuquén,59.07,1328,3044,52313,1781,21452,17135,11025,6287.0,114365,112309,2056.0,114365
20184RíoNegro,2018,4,Río Negro,51.86,3840,1225,83412,6430,1344,9569,5070,3094.0,116837,115922,915.0,116837
20184Salta,2018,4,Salta,39.8,490,3659,58492,36365,2291,10861,2242,0.0,134578,134577,1.0,134578
20184SanJuan,2018,4,San Juan,31.9,220,1465,59811,1800,3120,10,1,6060.0,62398,61834,564.0,62398
20184SanLuis,2018,4,San Luis,67.55,570,1090,19164,53183,1190,620,2,23635.0,96331,96040,291.0,96331
20184SantaCruz,2018,4,Santa Cruz,23.69,250,1150,23107,7790,2060,10,4,5310.0,24768,24443,325.0,24768
20184SantaFe,2018,4,Santa Fe,65.59,3350,31397,276301,121009,152039,74432,36427,2845.0,720390,720161,229.0,720390
20184SantiagoDelEstero,2018,4,Santiago Del Estero,37.4,390,325,61347,20127,3686,770,483,3260.0,89335,89333,2.0,89335
20184TierraDelFuego,2018,4,Tierra Del Fuego,93.59,60,270,29919,6323,9894,240,67,0.0,46260,45716,544.0,46260
20184Tucumán,2018,4,Tucumán,41.76,160,5244,82089,42766,26111,8470,14839,920.0,172004,171972,32.0,172004
20183BuenosAires,2018,3,Buenos Aires,64.44,9910,80459,1445733,190805,63609,897964,237248,120464.0,3609754,3599714,10563.0,3610277
20183CapitalFederal,2018,3,Capital Federal,108.45,730,8493,287919,147253,370677,41502,165055,0.0,1394490,1385804,6686.0,1392490
20183Catamarca,2018,3,Catamarca,32.92,340,1994,18475,6358,532,340,7,2151.0,34373,34215,11.0,34226
20183Chaco,2018,3,Chaco,32.28,700,3503,38729,24916,20335,11085,5667,1035.0,105340,102021,12.0,102033
20183Chubut,2018,3,Chubut,56.39,670,3951,91096,6162,5310,6230,164,0.0,102594,101310,2426.0,103736
20183Córdoba,2018,3,Córdoba,64.24,810,24767,224471,96372,221984,109333,39854,649.0,723352,725764,94.0,725858
20183Corrientes,2018,3,Corrientes,34.25,110,6754,38364,24953,16601,8357,4419,0.0,99459,99445,11.0,99456
20183EntreRíos,2018,3,Entre Ríos,50.22,180,9048,96095,45651,31353,15111,6786,0.0,204062,204560,48.0,204608
20183Formosa,2018,3,Formosa,29.58,111,3365,22624,5259,9336,1729,1434,0.0,44857,44865,0.0,44865
20183Jujuy,2018,3,Jujuy,23.26,3450,302,29048,7756,4066,390,623,0.0,44897,44934,1.0,44935
20183LaPampa,2018,3,La Pampa,71.75,2420,8417,68507,3153,9200,1189,216,6980.0,83342,83180,244.0,83424
20183LaRioja,2018,3,La Rioja,50.73,90,1291,40647,4138,5425,200,339,0.0,51869,51855,17.0,51872
20183Mendoza,2018,3,Mendoza,37.99,200,1525,199297,2476,4727,270,129,0.0,208201,205545,1484.0,207029
20183Misiones,2018,3,Misiones,32.1,480,5749,39617,24747,21212,14674,4547,0.0,110594,108042,0.0,108042
20183Neuquén,2018,3,Neuquén,60.49,1396,2244,55822,1647,23785,15218,9718,6105.0,115935,114713,2005.0,116718
20183RíoNegro,2018,3,Río Negro,50.54,4090,5221,75929,5120,14912,847,4332,3719.0,113504,112433,1059.0,113492
20183Salta,2018,3,Salta,39.43,1160,3721,61795,32782,25582,9224,502,0.0,133722,132882,1.0,132883
20183SanJuan,2018,3,San Juan,33.05,220,1326,62525,1800,3120,30,1,0.0,64369,63823,658.0,64481
20183SanLuis,2018,3,San Luis,52.35,570,1090,19170,5294,1190,630,2,1902.0,74362,74121,300.0,74421
